url,total_requests,html_requests,css_requests,js_requests,image_requests,font_requests,video_requests,audio_requests,json_requests,other_requests,total_transfer_bytes,total_resource_bytes,total_bytes,html_bytes,css_bytes,js_bytes,image_bytes,font_bytes,video_bytes,audio_bytes,json_bytes,other_bytes,largest_resource_bytes,largest_resource_url,gzip_compressed_bytes,cacheable_bytes,third_party_requests,third_party_bytes,uses_http2,ttfb_ms_avg,ttfb_ms_min,ttfb_ms_max,extra_media_bytes,final_total_bytes,final_co2_grams,lighthouse_performance
https://www.acibadem.edu.tr/,159,3,46,61,30,2,6,0,6,5,181650434,181650434,181650434,196293,2403358,1453758,308674,55160,177232491,0,700,0,61270506,https://www.acibadem.edu.tr/sites/default/files/2025-07/Tan%C4%B1t%C4%B1m%20Videosu_0.mp4,0,4058928,46,876160,False,117.36691321038388,13.865099987015128,698.855800088495,88601465,270251899,11.326126246713104,
https://www.atu.edu.tr/,177,5,15,42,64,4,0,0,47,0,16791650,16791650,16791650,26870,284374,1509303,7849270,351940,0,0,6769893,0,3051703,https://odata.atu.edu.tr/odata/DataService.svc/V_GuncelIcerik?%24orderby=Sira&%24filter=(SiteID%20eq%201)%20and%20(Durum%20eq%201)%20and%20(GrupTipi%20eq%201)%20and%20(DilKodu%20eq%20%27TR%27)%20and%20(BitisTarihi%20gt%20datetime%272025-12-05T13%3A28%3A57.701%27),0,380846,54,7150704,False,471.0536666660396,2.7869000332430005,1875.103099970147,0,16791650,0.70372992195189,
https://adiyaman.edu.tr/,39,3,4,14,9,3,3,0,3,0,25426377,25426377,25426377,81933,40405,702357,594601,626740,23377700,0,2641,0,11713804,https://static.adiyaman.edu.tr/files/1/tr/slaytlar/2025/01/giris/adyu_intro_v3.1.mp4,0,357977,9,979384,False,400.44725639745593,1.802199985831976,1126.2045999756083,11713804,37140181,1.5565270045772195,
https://www.aku.edu.tr/,109,2,15,15,75,2,0,0,0,0,8417187,8417187,8417187,27589,101932,312072,7848042,127552,0,0,0,0,420304,https://aku.edu.tr/wp-content/uploads/2025/08/uygulamaliegitim.jpg,0,0,108,8416960,False,493.1450715564072,80.14929993078113,1183.233099989593,0,8417187,0.35276023205369716,
https://www.afsu.edu.tr/,68,2,12,14,36,3,0,0,1,0,7070597,7070597,7070597,148374,481691,1060671,5212625,167236,0,0,0,0,1730907,https://afsu.edu.tr/wp-content/uploads/2022/01/DJI_0848.jpg,0,304186,67,7070597,False,450.81301323336766,18.76320003066212,969.3171000108123,0,7070597,0.2963252970948816,
https://www.agri.edu.tr/,104,1,10,14,69,10,0,0,0,0,12671129,12671129,12671129,117910,363943,262309,11653343,273624,0,0,0,0,2684745,https://www.agri.edu.tr/img/etkinlik_img/baslik_img/19-05-2025_09-12-53_1.jpg,0,148428,8,148428,False,364.39034807867404,56.6842999542132,1315.0873000267893,0,12671129,0.5310408817604185,
https://www.akdeniz.edu.tr/,88,2,11,7,60,7,0,0,1,0,69517485,69517485,69517485,165909,255703,346457,68506412,243004,0,0,0,0,5268510,https://webis.akdeniz.edu.tr/uploads/1/news/cadaeef9-7d29-4d79-a30e-1bad7936fd74.JPG,0,299788,63,68699526,False,2800.1540420439346,34.62520008906722,8305.908899987116,0,69517485,2.913444139994681,
https://www.aksaray.edu.tr/,63,2,11,12,28,8,0,0,1,1,3985328,3985328,3985328,124896,127423,537517,2430352,765140,0,0,0,0,536792,https://www.aksaray.edu.tr/images/de51a2f9-c80c-40a2-9b2b-8f2c7f337f4b.jpg,0,381276,12,381318,False,553.6455809571115,38.94060000311583,2759.5929000526667,0,3985328,0.16702316701412204,
https://www.alanya.edu.tr/,81,2,8,23,42,4,0,0,2,0,10067435,10067435,10067435,140386,484623,1555868,7546963,339572,0,0,23,0,856923,https://www.alanya.edu.tr/images/bg-events.jpg,0,7256837,23,1008393,False,4671.954503711198,39.77040003519505,15402.907500043511,0,10067435,0.4219213267788291,
https://alanyauniversity.edu.tr/,144,2,24,21,86,9,0,0,2,0,16589541,16589541,16589541,245553,1358757,1407936,12724772,852508,0,0,15,0,1912013,https://3fcampus.alanyahep.edu.tr/uploads/blocks/webadmin.ahep/block_94.png,0,3646318,87,13126444,False,625.0572638924091,27.98869996331632,1645.4038000665605,0,16589541,0.6952596316114068,
https://www.altinbas.edu.tr/,127,1,14,16,87,3,3,0,2,1,11818591,11818591,11818591,85048,621587,862699,9279685,890792,78780,0,0,0,1411168,https://www.altinbas.edu.tr/asset/awd/slider/SSM_1_20251001095004_1759301404.4879-3681.jpg,0,11102341,10,404076,False,170.21967795508817,13.360199984163046,621.6981000034139,5994677,17813268,0.7465454377233982,
https://www.amasya.edu.tr/,149,2,16,23,97,7,3,0,1,0,126700151,126700151,126700151,145710,760438,1499836,44911191,328212,79054764,0,0,0,39524324,https://www.amasya.edu.tr/media/un5hnxiu/tanitimkisa2024.mp4,0,1056659,32,17693490,False,1510.4292872371213,33.34779990836978,3803.5262000048533,39524324,166224475,6.966387270949781,
https://www.anadolu.edu.tr/,115,1,4,15,80,9,0,0,5,1,15919601,15919601,15919601,76477,110946,441942,14998866,289732,0,0,1638,0,3302120,https://www.anadolu.edu.tr/uploads/anadolu/images/slider/6903a6af20ddf.JPG,0,15841659,26,729060,False,401.117489566905,14.784800005145371,1177.1252999315038,0,15919601,0.6671827705577016,
https://www.ankarabilim.edu.tr/,76,1,32,12,23,7,1,0,0,0,10130643,10130643,10130643,188976,892613,401585,3396131,458640,4792698,0,0,0,4792698,https://ankarabilim.edu.tr/assets/frontside/img/banners/slider-bg.mp4,0,4771824,75,9941667,False,389.2539092109808,62.566200038418174,859.2019999632612,4792698,14923341,0.6254299962893128,
https://www.hacibayram.edu.tr/,79,5,6,27,23,5,0,0,13,0,29150112,29150112,29150112,547217,549903,4146668,23419122,368732,0,0,118470,0,11586065,https://takvim.hacibayram.edu.tr/uploads/8ba1c98208d8f49bb5cc97571f897222.jpg,0,19963130,41,22310678,False,160.2806113866641,7.781199994497001,791.7034000856802,0,29150112,1.22166708111763,
